"","plot_name","seedlot_name","accession_name","operator_name","amount","weight.g.","plot_number","row","range","harvest_seq","action"
"1375","SI_Urb_22-775","SI_Urb_22-775","IL2021-25979","Jessica Rutkoski",NA,0,775,26,6,1375,"DISCARD"
"1376","SI_Urb_22-776","SI_Urb_22-776","IL2021-26235","Jessica Rutkoski",NA,0,776,26,5,1376,"DISCARD"
"1377","SI_Urb_22-777","SI_Urb_22-777","IL2021-26173","Jessica Rutkoski",NA,0,777,26,4,1377,"DISCARD"
"1378","SI_Urb_22-778","SI_Urb_22-778","IL2021-16772","Jessica Rutkoski",NA,0,778,26,3,1378,"KEEP"
"1379","SI_Urb_22-779","SI_Urb_22-779","IL2021-32646","Jessica Rutkoski",NA,0,779,26,2,1379,"DISCARD"
"1380","SI_Urb_22-780","SI_Urb_22-780","IL2021-10820","Jessica Rutkoski",NA,0,780,26,1,1380,"DISCARD"
"1381","SI_Urb_22-720","SI_Urb_22-720","IL2021-43231","Jessica Rutkoski",NA,0,720,24,1,1381,"DISCARD"
"1382","SI_Urb_22-719","SI_Urb_22-719","IL2021-14337","Jessica Rutkoski",NA,0,719,24,2,1382,"DISCARD"
"1383","SI_Urb_22-718","SI_Urb_22-718","IL2021-43327","Jessica Rutkoski",NA,0,718,24,3,1383,"KEEP"
"1384","SI_Urb_22-717","SI_Urb_22-717","IL2021-15254","Jessica Rutkoski",NA,0,717,24,4,1384,"KEEP"
"1385","SI_Urb_22-716","SI_Urb_22-716","IL2021-45344","Jessica Rutkoski",NA,0,716,24,5,1385,"DISCARD"
"1386","SI_Urb_22-715","SI_Urb_22-715","IL2021-39466","Jessica Rutkoski",NA,0,715,24,6,1386,"DISCARD"
"1387","SI_Urb_22-714","SI_Urb_22-714","IL2021-43862","Jessica Rutkoski",NA,0,714,24,7,1387,"DISCARD"
"1388","SI_Urb_22-713","SI_Urb_22-713","IL2021-39379","Jessica Rutkoski",NA,0,713,24,8,1388,"DISCARD"
"1389","SI_Urb_22-712","SI_Urb_22-712","IL2021-43172","Jessica Rutkoski",NA,0,712,24,9,1389,"DISCARD"
"1390","SI_Urb_22-711","SI_Urb_22-711","IL2021-47227","Jessica Rutkoski",NA,0,711,24,10,1390,"DISCARD"
"1391","SI_Urb_22-710","SI_Urb_22-710","IL2021-2038","Jessica Rutkoski",NA,0,710,24,11,1391,"KEEP"
"1392","SI_Urb_22-709","SI_Urb_22-709","IL2021-3941","Jessica Rutkoski",NA,0,709,24,12,1392,"DISCARD"
"1393","SI_Urb_22-708","SI_Urb_22-708","IL2021-8367","Jessica Rutkoski",NA,0,708,24,13,1393,"DISCARD"
"1394","SI_Urb_22-707","SI_Urb_22-707","IL2021-31744","Jessica Rutkoski",NA,0,707,24,14,1394,"DISCARD"
"1395","SI_Urb_22-706","SI_Urb_22-706","IL2021-3829","Jessica Rutkoski",NA,0,706,24,15,1395,"DISCARD"
"1396","SI_Urb_22-705","SI_Urb_22-705","IL2021-2314","Jessica Rutkoski",NA,0,705,24,16,1396,"DISCARD"
"1397","SI_Urb_22-704","SI_Urb_22-704","IL2021-3521","Jessica Rutkoski",NA,0,704,24,17,1397,"DISCARD"
"1398","SI_Urb_22-703","SI_Urb_22-703","IL2021-8251","Jessica Rutkoski",NA,0,703,24,18,1398,"DISCARD"
"1399","SI_Urb_22-702","SI_Urb_22-702","IL2021-34808","Jessica Rutkoski",NA,0,702,24,19,1399,"DISCARD"
"1400","SI_Urb_22-701","SI_Urb_22-701","IL2021-39943","Jessica Rutkoski",NA,0,701,24,20,1400,"KEEP"
"1401","SI_Urb_22-700","SI_Urb_22-700","IL2021-34815","Jessica Rutkoski",NA,0,700,24,21,1401,"DISCARD"
"1402","SI_Urb_22-699","SI_Urb_22-699","IL2021-43261","Jessica Rutkoski",NA,0,699,24,22,1402,"DISCARD"
"1403","SI_Urb_22-698","SI_Urb_22-698","IL2021-39673","Jessica Rutkoski",NA,0,698,24,23,1403,"DISCARD"
"1404","SI_Urb_22-697","SI_Urb_22-697","IL2021-44011","Jessica Rutkoski",NA,0,697,24,24,1404,"KEEP"
"1405","SI_Urb_22-696","SI_Urb_22-696","IL2021-16334","Jessica Rutkoski",NA,0,696,24,25,1405,"DISCARD"
"1406","SI_Urb_22-695","SI_Urb_22-695","IL2021-18172","Jessica Rutkoski",NA,0,695,24,26,1406,"KEEP"
"1407","SI_Urb_22-694","SI_Urb_22-694","IL2021-22514","Jessica Rutkoski",NA,0,694,24,27,1407,"KEEP"
"1408","SI_Urb_22-693","SI_Urb_22-693","IL2021-16038","Jessica Rutkoski",NA,0,693,24,28,1408,"DISCARD"
"1409","SI_Urb_22-692","SI_Urb_22-692","IL2021-37047","Jessica Rutkoski",NA,0,692,24,29,1409,"DISCARD"
"1410","SI_Urb_22-691","SI_Urb_22-691","IL2021-22646","Jessica Rutkoski",NA,0,691,24,30,1410,"DISCARD"
"1411","SI_Urb_22-750","SI_Urb_22-750","IL2021-43926","Jessica Rutkoski",NA,0,750,25,30,1411,"KEEP"
"1412","SI_Urb_22-749","SI_Urb_22-749","IL2021-45221","Jessica Rutkoski",NA,0,749,25,29,1412,"DISCARD"
"1413","SI_Urb_22-748","SI_Urb_22-748","IL2021-5779","Jessica Rutkoski",NA,0,748,25,28,1413,"DISCARD"
"1414","SI_Urb_22-747","SI_Urb_22-747","IL2021-15210","Jessica Rutkoski",NA,0,747,25,27,1414,"KEEP"
"1415","SI_Urb_22-746","SI_Urb_22-746","IL2021-43305","Jessica Rutkoski",NA,0,746,25,26,1415,"KEEP"
"1416","SI_Urb_22-745","SI_Urb_22-745","IL2021-44433","Jessica Rutkoski",NA,0,745,25,25,1416,"KEEP"
"1417","SI_Urb_22-744","SI_Urb_22-744","IL2021-29568","Jessica Rutkoski",NA,0,744,25,24,1417,"DISCARD"
"1418","SI_Urb_22-743","SI_Urb_22-743","IL2021-16043","Jessica Rutkoski",NA,0,743,25,23,1418,"DISCARD"
"1419","SI_Urb_22-742","SI_Urb_22-742","IL2021-28923","Jessica Rutkoski",NA,0,742,25,22,1419,"DISCARD"
"1420","SI_Urb_22-741","SI_Urb_22-741","IL2021-46737","Jessica Rutkoski",NA,0,741,25,21,1420,"DISCARD"
"1421","SI_Urb_22-740","SI_Urb_22-740","IL2021-43750","Jessica Rutkoski",NA,0,740,25,20,1421,"KEEP"
"1422","SI_Urb_22-739","SI_Urb_22-739","IL2021-13723","Jessica Rutkoski",NA,0,739,25,19,1422,"KEEP"
"1423","SI_Urb_22-738","SI_Urb_22-738","IL2021-13734","Jessica Rutkoski",NA,0,738,25,18,1423,"KEEP"
"1424","SI_Urb_22-737","SI_Urb_22-737","IL2021-13728","Jessica Rutkoski",NA,0,737,25,17,1424,"KEEP"
"1425","SI_Urb_22-736","SI_Urb_22-736","IL2021-16041","Jessica Rutkoski",NA,0,736,25,16,1425,"DISCARD"
"1426","SI_Urb_22-735","SI_Urb_22-735","IL2021-15969","Jessica Rutkoski",NA,0,735,25,15,1426,"KEEP"
"1427","SI_Urb_22-734","SI_Urb_22-734","IL2021-47050","Jessica Rutkoski",NA,0,734,25,14,1427,"KEEP"
"1428","SI_Urb_22-733","SI_Urb_22-733","IL2021-44542","Jessica Rutkoski",NA,0,733,25,13,1428,"KEEP"
"1429","SI_Urb_22-732","SI_Urb_22-732","IL2021-44110","Jessica Rutkoski",NA,0,732,25,12,1429,"DISCARD"
"1430","SI_Urb_22-731","SI_Urb_22-731","IL2021-13844","Jessica Rutkoski",NA,0,731,25,11,1430,"KEEP"
"1431","SI_Urb_22-730","SI_Urb_22-730","IL2021-44064","Jessica Rutkoski",NA,0,730,25,10,1431,"KEEP"
"1432","SI_Urb_22-729","SI_Urb_22-729","IL2021-43973","Jessica Rutkoski",NA,0,729,25,9,1432,"KEEP"
"1433","SI_Urb_22-728","SI_Urb_22-728","IL2021-14267","Jessica Rutkoski",NA,0,728,25,8,1433,"KEEP"
"1434","SI_Urb_22-727","SI_Urb_22-727","IL2021-43974","Jessica Rutkoski",NA,0,727,25,7,1434,"KEEP"
"1435","SI_Urb_22-726","SI_Urb_22-726","IL2021-43205","Jessica Rutkoski",NA,0,726,25,6,1435,"KEEP"
"1436","SI_Urb_22-725","SI_Urb_22-725","IL2021-13877","Jessica Rutkoski",NA,0,725,25,5,1436,"DISCARD"
"1437","SI_Urb_22-724","SI_Urb_22-724","IL2021-14320","Jessica Rutkoski",NA,0,724,25,4,1437,"KEEP"
"1438","SI_Urb_22-723","SI_Urb_22-723","IL2021-14673","Jessica Rutkoski",NA,0,723,25,3,1438,"DISCARD"
"1439","SI_Urb_22-722","SI_Urb_22-722","IL2021-44537","Jessica Rutkoski",NA,0,722,25,2,1439,"DISCARD"
"1440","SI_Urb_22-721","SI_Urb_22-721","IL2021-13605","Jessica Rutkoski",NA,0,721,25,1,1440,"DISCARD"
